No_Struk,Tanggal,Waktu,Kasir,Menu,Kategori,Harga_Satuan,Jumlah,Subtotal,Total_Transaksi,Metode_Pembayaran
-20250222-0004,2025-02-22,20:38:49,val,Spagetti,Pasta,20000,1,20000,20000,Tunai
-20250222-0005,2025-02-22,18:28:16,valencia,Mie Goreng,Nasi dan Mie,15000,3,45000,45000,Tunai
-20250223-0001,2025-02-23,14:41:20,valencia,Mie Goreng,Nasi dan Mie,15000,3,45000,45000,Debit
-20250223-0002,2025-02-23,18:48:56,valencia,Lasagna,Pasta,25000,1,25000,25000,QRIS
-20250223-0003,2025-02-23,17:47:51,val,Lasagna,Pasta,25000,5,125000,125000,Tunai
-20250223-0004,2025-02-23,16:45:06,val,Kopi Tubruk,Kopi,8000,3,24000,24000,Tunai
-20250223-0005,2025-02-23,15:53:26,valencia,Smoothie Alpukat,Smoothie,16000,5,80000,80000,Debit
-20250224-0001,2025-02-24,12:15:31,valencia,Smoothie Berrie,Smoothie,18000,5,90000,90000,QRIS
-20250224-0002,2025-02-24,16:29:22,val,Cheesecake,Dessert,15000,5,75000,75000,QRIS
-20250224-0003,2025-02-24,19:19:37,valencia,Smoothie Berrie,Smoothie,18000,4,72000,72000,Tunai
-20250224-0004,2025-02-24,11:54:26,valencia,Spagetti,Pasta,20000,5,100000,100000,Debit
-20250224-0005,2025-02-24,20:47:41,val,Mie Goreng,Nasi dan Mie,15000,1,15000,15000,QRIS
-20250225-0001,2025-02-25,10:40:25,valencia,Kentang Goreng,Camilan,12000,1,12000,12000,QRIS
-20250225-0002,2025-02-25,09:59:06,val,Nasi Goreng,Nasi dan Mie,15000,1,15000,15000,Tunai
-20250225-0003,2025-02-25,21:40:16,valencia,Latte,Kopi,15000,5,75000,75000,Debit
-20250225-0004,2025-02-25,11:24:05,valencia,Smoothie Berrie,Smoothie,18000,1,18000,18000,Debit
-20250225-0005,2025-02-25,15:07:53,val,Cappucino,Kopi,15000,1,15000,15000,Debit
-20250226-0001,2025-02-26,16:43:38,valencia,Smoothie Alpukat,Smoothie,16000,4,64000,64000,Tunai
-20250226-0002,2025-02-26,17:03:54,val,Smoothie Kiwi,Smoothie,17000,3,51000,51000,Debit
-20250226-0003,2025-02-26,15:06:50,valencia,Cheesecake,Dessert,15000,4,60000,60000,QRIS
-20250226-0004,2025-02-26,15:13:25,val,Espresso,Kopi,10000,2,20000,20000,Tunai
-20250226-0005,2025-02-26,21:08:56,val,Espresso,Kopi,10000,1,10000,10000,Debit
-20250227-0001,2025-02-27,09:42:05,val,Kentang Goreng,Camilan,12000,5,60000,60000,Debit
-20250227-0002,2025-02-27,21:18:03,val,Latte,Kopi,15000,2,30000,30000,QRIS
-20250227-0003,2025-02-27,12:34:19,val,Smoothie Alpukat,Smoothie,16000,4,64000,64000,Debit
-20250227-0004,2025-02-27,15:03:57,val,Latte,Kopi,15000,4,60000,60000,Debit
-20250227-0005,2025-02-27,17:09:12,val,Nasi Goreng,Nasi dan Mie,15000,5,75000,75000,Tunai
-20250228-0001,2025-02-28,10:39:19,val,Americano,Kopi,12000,2,24000,24000,QRIS
-20250228-0002,2025-02-28,11:19:23,val,Nasi Goreng,Nasi dan Mie,15000,3,45000,45000,Tunai
-20250228-0003,2025-02-28,14:20:53,valencia,Smoothie Alpukat,Smoothie,16000,2,32000,32000,Tunai
-20250228-0004,2025-02-28,11:51:41,valencia,Smoothie Alpukat,Smoothie,16000,4,64000,64000,Tunai
-20250228-0005,2025-02-28,13:00:28,valencia,Gelato,Dessert,12000,1,12000,12000,Debit
-20250301-0001,2025-03-01,19:58:48,valencia,Lasagna,Pasta,25000,3,75000,75000,Debit
-20250301-0002,2025-03-01,18:26:46,valencia,Spagetti,Pasta,20000,5,100000,100000,Debit
-20250301-0003,2025-03-01,19:32:42,valencia,Cheesecake,Dessert,15000,2,30000,30000,Tunai
-20250301-0004,2025-03-01,15:20:24,valencia,Cappucino,Kopi,15000,4,60000,60000,Tunai
-20250301-0005,2025-03-01,09:11:21,val,Smoothie Kiwi,Smoothie,17000,1,17000,17000,Debit
-20250302-0001,2025-03-02,18:59:42,valencia,Cappucino,Kopi,15000,3,45000,45000,Tunai
-20250302-0002,2025-03-02,13:57:56,val,Spagetti,Pasta,20000,3,60000,60000,QRIS
-20250302-0003,2025-03-02,14:35:19,valencia,Lasagna,Pasta,25000,4,100000,100000,Debit
-20250302-0004,2025-03-02,12:37:53,valencia,Kentang Goreng,Camilan,12000,4,48000,48000,Tunai
-20250302-0005,2025-03-02,20:50:20,val,Cappucino,Kopi,15000,1,15000,15000,Tunai
-20250303-0001,2025-03-03,13:45:39,valencia,Americano,Kopi,12000,2,24000,24000,Debit
-20250303-0002,2025-03-03,09:13:43,valencia,Latte,Kopi,15000,4,60000,60000,Tunai
-20250303-0003,2025-03-03,13:46:50,val,Cheesecake,Dessert,15000,4,60000,60000,Tunai
-20250303-0004,2025-03-03,14:22:17,val,Kentang Goreng,Camilan,12000,3,36000,36000,QRIS
-20250303-0005,2025-03-03,21:15:07,valencia,Latte,Kopi,15000,4,60000,60000,Tunai
-20250304-0001,2025-03-04,12:40:48,valencia,Mie Goreng,Nasi dan Mie,15000,4,60000,60000,Tunai
-20250304-0002,2025-03-04,19:55:11,val,Lasagna,Pasta,25000,4,100000,100000,QRIS
-20250304-0003,2025-03-04,16:48:08,valencia,Kentang Goreng,Camilan,12000,4,48000,48000,Debit
-20250304-0004,2025-03-04,13:56:00,val,Kopi Tubruk,Kopi,8000,2,16000,16000,QRIS
-20250304-0005,2025-03-04,18:12:32,val,Gelato,Dessert,12000,3,36000,36000,Tunai
-20250305-0001,2025-03-05,11:26:27,valencia,Smoothie Berrie,Smoothie,18000,2,36000,36000,Debit
-20250305-0002,2025-03-05,21:38:51,valencia,Mie Goreng,Nasi dan Mie,15000,4,60000,60000,Debit
-20250305-0003,2025-03-05,19:07:29,val,Latte,Kopi,15000,3,45000,45000,Tunai
-20250305-0004,2025-03-05,21:45:24,val,Spagetti,Pasta,20000,2,40000,40000,Tunai
-20250305-0005,2025-03-05,17:40:47,val,Smoothie Alpukat,Smoothie,16000,1,16000,16000,QRIS
-20250306-0001,2025-03-06,12:44:05,val,Kentang Goreng,Camilan,12000,5,60000,60000,QRIS
-20250306-0002,2025-03-06,13:22:51,valencia,Smoothie Alpukat,Smoothie,16000,1,16000,16000,Debit
-20250306-0003,2025-03-06,20:25:27,val,Mie Goreng,Nasi dan Mie,15000,4,60000,60000,Tunai
-20250306-0004,2025-03-06,11:58:49,val,Spagetti,Pasta,20000,2,40000,40000,Debit
-20250306-0005,2025-03-06,12:56:02,valencia,Smoothie Berrie,Smoothie,18000,5,90000,90000,QRIS
-20250307-0001,2025-03-07,19:54:29,val,Smoothie Kiwi,Smoothie,17000,2,34000,34000,Tunai
-20250307-0002,2025-03-07,13:14:20,valencia,Gelato,Dessert,12000,4,48000,48000,QRIS
-20250307-0003,2025-03-07,10:32:41,valencia,Latte,Kopi,15000,1,15000,15000,QRIS
-20250307-0004,2025-03-07,17:21:33,valencia,Mie Goreng,Nasi dan Mie,15000,1,15000,15000,QRIS
-20250307-0005,2025-03-07,14:56:41,valencia,Spagetti,Pasta,20000,4,80000,80000,Tunai
-20250308-0001,2025-03-08,09:55:34,valencia,Smoothie Kiwi,Smoothie,17000,4,68000,68000,QRIS
-20250308-0002,2025-03-08,16:35:23,valencia,Latte,Kopi,15000,2,30000,30000,QRIS
-20250308-0003,2025-03-08,10:42:27,val,Americano,Kopi,12000,4,48000,48000,Tunai
-20250308-0004,2025-03-08,15:25:38,valencia,Smoothie Berrie,Smoothie,18000,5,90000,90000,Debit
-20250308-0005,2025-03-08,09:50:39,valencia,Cheesecake,Dessert,15000,2,30000,30000,Debit
-20250309-0001,2025-03-09,12:08:10,val,Espresso,Kopi,10000,1,10000,10000,Tunai
-20250309-0002,2025-03-09,19:35:07,val,Nasi Goreng,Nasi dan Mie,15000,2,30000,30000,Debit
-20250309-0003,2025-03-09,09:37:29,valencia,Lasagna,Pasta,25000,4,100000,100000,Tunai
-20250309-0004,2025-03-09,21:59:00,valencia,Mie Goreng,Nasi dan Mie,15000,4,60000,60000,QRIS
-20250309-0005,2025-03-09,10:46:28,valencia,Smoothie Kiwi,Smoothie,17000,2,34000,34000,Debit
-20250310-0001,2025-03-10,13:03:18,val,Lasagna,Pasta,25000,3,75000,75000,Tunai
-20250310-0002,2025-03-10,20:56:42,valencia,Gelato,Dessert,12000,5,60000,60000,Debit
-20250310-0003,2025-03-10,10:30:14,val,Smoothie Alpukat,Smoothie,16000,4,64000,64000,Tunai
-20250310-0004,2025-03-10,10:16:35,val,Smoothie Berrie,Smoothie,18000,1,18000,18000,Tunai
-20250310-0005,2025-03-10,10:20:11,val,Espresso,Kopi,10000,5,50000,50000,Tunai
-20250311-0001,2025-03-11,11:50:05,val,Nasi Goreng,Nasi dan Mie,15000,5,75000,75000,Debit
-20250311-0002,2025-03-11,12:25:01,val,Mie Goreng,Nasi dan Mie,15000,4,60000,60000,Debit
-20250311-0003,2025-03-11,19:04:06,val,Cappucino,Kopi,15000,5,75000,75000,QRIS
-20250311-0004,2025-03-11,20:42:24,val,Smoothie Alpukat,Smoothie,16000,2,32000,32000,QRIS
-20250311-0005,2025-03-11,21:35:29,val,Mie Goreng,Nasi dan Mie,15000,1,15000,15000,QRIS
-20250312-0001,2025-03-12,10:22:48,valencia,Smoothie Berrie,Smoothie,18000,2,36000,36000,QRIS
-20250312-0002,2025-03-12,11:43:30,val,Lasagna,Pasta,25000,5,125000,125000,Debit
-20250312-0003,2025-03-12,13:07:27,val,Latte,Kopi,15000,1,15000,15000,Debit
-20250312-0004,2025-03-12,10:31:04,val,Kentang Goreng,Camilan,12000,2,24000,24000,Tunai
-20250312-0005,2025-03-12,19:41:20,valencia,Americano,Kopi,12000,2,24000,24000,QRIS
-20250313-0001,2025-03-13,20:12:44,valencia,Cappucino,Kopi,15000,4,60000,60000,Debit
-20250313-0002,2025-03-13,11:41:54,valencia,Latte,Kopi,15000,3,45000,45000,QRIS
-20250313-0003,2025-03-13,19:39:43,valencia,Espresso,Kopi,10000,4,40000,40000,QRIS
-20250313-0004,2025-03-13,09:55:49,val,Mie Goreng,Nasi dan Mie,15000,3,45000,45000,QRIS
-20250313-0005,2025-03-13,15:12:00,val,Kopi Tubruk,Kopi,8000,2,16000,16000,QRIS
-20250314-0001,2025-03-14,17:44:16,valencia,Espresso,Kopi,10000,5,50000,50000,Tunai
-20250314-0002,2025-03-14,16:10:37,valencia,Cheesecake,Dessert,15000,4,60000,60000,Debit
-20250314-0003,2025-03-14,17:12:59,val,Spagetti,Pasta,20000,2,40000,40000,Tunai
-20250314-0004,2025-03-14,17:09:10,valencia,Kentang Goreng,Camilan,12000,5,60000,60000,Debit
-20250314-0005,2025-03-14,20:49:41,valencia,Kopi Tubruk,Kopi,8000,5,40000,40000,Debit
-20250315-0001,2025-03-15,16:56:01,val,Cappucino,Kopi,15000,2,30000,30000,Debit
-20250315-0002,2025-03-15,14:52:54,val,Gelato,Dessert,12000,1,12000,12000,Tunai
-20250315-0003,2025-03-15,11:59:15,val,Latte,Kopi,15000,4,60000,60000,QRIS
-20250315-0004,2025-03-15,12:11:38,valencia,Mie Goreng,Nasi dan Mie,15000,5,75000,75000,QRIS
-20250315-0005,2025-03-15,13:52:58,valencia,Nasi Goreng,Nasi dan Mie,15000,1,15000,15000,QRIS
-20250316-0001,2025-03-16,09:40:47,valencia,Smoothie Kiwi,Smoothie,17000,2,34000,34000,Debit
-20250316-0002,2025-03-16,17:00:58,valencia,Smoothie Kiwi,Smoothie,17000,3,51000,51000,Tunai
-20250316-0003,2025-03-16,14:58:47,val,Gelato,Dessert,12000,5,60000,60000,Debit
-20250316-0004,2025-03-16,14:28:04,val,Latte,Kopi,15000,2,30000,30000,Debit
-20250316-0005,2025-03-16,15:49:26,val,Smoothie Berrie,Smoothie,18000,5,90000,90000,QRIS
-20250317-0001,2025-03-17,21:22:32,valencia,Kentang Goreng,Camilan,12000,4,48000,48000,QRIS
-20250317-0002,2025-03-17,12:04:09,valencia,Cappucino,Kopi,15000,3,45000,45000,Tunai
-20250317-0003,2025-03-17,09:39:12,valencia,Espresso,Kopi,10000,3,30000,30000,Tunai
-20250317-0004,2025-03-17,21:53:32,val,Kopi Tubruk,Kopi,8000,2,16000,16000,QRIS
-20250317-0005,2025-03-17,11:42:16,valencia,Kopi Tubruk,Kopi,8000,3,24000,24000,Debit
-20250318-0001,2025-03-18,15:48:35,val,Kentang Goreng,Camilan,12000,3,36000,36000,QRIS
-20250318-0002,2025-03-18,13:36:52,valencia,Lasagna,Pasta,25000,1,25000,25000,QRIS
-20250318-0003,2025-03-18,11:51:19,valencia,Americano,Kopi,12000,3,36000,36000,Debit
-20250318-0004,2025-03-18,11:18:34,valencia,Cappucino,Kopi,15000,5,75000,75000,QRIS
-20250318-0005,2025-03-18,21:58:50,valencia,Smoothie Alpukat,Smoothie,16000,1,16000,16000,Tunai
-20250319-0001,2025-03-19,13:39:53,val,Cappucino,Kopi,15000,5,75000,75000,QRIS
-20250319-0002,2025-03-19,12:50:48,valencia,Smoothie Kiwi,Smoothie,17000,2,34000,34000,Tunai
-20250319-0003,2025-03-19,21:51:21,val,Cappucino,Kopi,15000,2,30000,30000,Tunai
-20250319-0004,2025-03-19,16:03:20,valencia,Mie Goreng,Nasi dan Mie,15000,5,75000,75000,QRIS
-20250319-0005,2025-03-19,21:12:42,val,Latte,Kopi,15000,2,30000,30000,Debit
-20250320-0001,2025-03-20,10:29:15,val,Espresso,Kopi,10000,1,10000,10000,QRIS
-20250320-0002,2025-03-20,17:10:19,val,Lasagna,Pasta,25000,3,75000,75000,Tunai
-20250320-0003,2025-03-20,13:08:08,valencia,Espresso,Kopi,10000,5,50000,50000,Debit
-20250320-0004,2025-03-20,12:01:01,valencia,Gelato,Dessert,12000,5,60000,60000,Debit
-20250320-0005,2025-03-20,10:30:09,val,Cheesecake,Dessert,15000,3,45000,45000,Debit
-20250321-0001,2025-03-21,20:06:22,val,Latte,Kopi,15000,1,15000,15000,Debit
-20250321-0002,2025-03-21,20:36:32,valencia,Gelato,Dessert,12000,4,48000,48000,Debit
-20250321-0003,2025-03-21,11:21:44,valencia,Cappucino,Kopi,15000,4,60000,60000,QRIS
-20250321-0004,2025-03-21,15:20:55,val,Mie Goreng,Nasi dan Mie,15000,4,60000,60000,Debit
-20250321-0005,2025-03-21,21:30:08,val,Gelato,Dessert,12000,4,48000,48000,Debit
-20250322-0001,2025-03-22,21:36:36,val,Latte,Kopi,15000,5,75000,75000,Debit
-20250322-0002,2025-03-22,21:51:33,valencia,Spagetti,Pasta,20000,1,20000,20000,QRIS
-20250322-0003,2025-03-22,12:35:36,valencia,Cappucino,Kopi,15000,5,75000,75000,Debit
-20250322-0004,2025-03-22,16:39:50,val,Spagetti,Pasta,20000,3,60000,60000,QRIS
-20250322-0005,2025-03-22,18:16:05,valencia,Cappucino,Kopi,15000,1,15000,15000,Debit
-20250323-0001,2025-03-23,17:01:35,val,Latte,Kopi,15000,3,45000,45000,Debit
-20250323-0002,2025-03-23,13:08:11,valencia,Cheesecake,Dessert,15000,5,75000,75000,Tunai
-20250323-0003,2025-03-23,19:19:25,valencia,Cappucino,Kopi,15000,4,60000,60000,QRIS
-20250323-0004,2025-03-23,09:02:51,val,Cappucino,Kopi,15000,3,45000,45000,Tunai
-20250323-0005,2025-03-23,18:06:29,val,Lasagna,Pasta,25000,2,50000,50000,Debit
-20250324-0001,2025-03-24,09:37:29,val,Gelato,Dessert,12000,4,48000,48000,Tunai
-20250324-0002,2025-03-24,13:17:43,valencia,Mie Goreng,Nasi dan Mie,15000,3,45000,45000,Tunai
-20250324-0003,2025-03-24,15:36:06,val,Americano,Kopi,12000,4,48000,48000,Debit
-20250324-0004,2025-03-24,19:34:46,val,Lasagna,Pasta,25000,4,100000,100000,Tunai
-20250324-0005,2025-03-24,13:37:34,val,Lasagna,Pasta,25000,4,100000,100000,QRIS
-20250325-0001,2025-03-25,10:12:38,valencia,Espresso,Kopi,10000,5,50000,50000,QRIS
-20250325-0002,2025-03-25,09:26:21,val,Lasagna,Pasta,25000,4,100000,100000,Debit
-20250325-0003,2025-03-25,16:48:27,val,Cappucino,Kopi,15000,3,45000,45000,Tunai
-20250325-0004,2025-03-25,15:49:56,valencia,Cappucino,Kopi,15000,2,30000,30000,Tunai
-20250325-0005,2025-03-25,11:30:53,valencia,Gelato,Dessert,12000,4,48000,48000,QRIS
-20250326-0001,2025-03-26,18:53:03,valencia,Nasi Goreng,Nasi dan Mie,15000,4,60000,60000,QRIS
-20250326-0002,2025-03-26,14:51:40,valencia,Smoothie Berrie,Smoothie,18000,1,18000,18000,Tunai
-20250326-0003,2025-03-26,16:09:00,val,Latte,Kopi,15000,4,60000,60000,Tunai
-20250326-0004,2025-03-26,16:21:55,val,Smoothie Alpukat,Smoothie,16000,5,80000,80000,Tunai
-20250326-0005,2025-03-26,15:24:46,val,Kentang Goreng,Camilan,12000,1,12000,12000,Tunai
-20250327-0001,2025-03-27,16:29:22,valencia,Cheesecake,Dessert,15000,4,60000,60000,Tunai
-20250327-0002,2025-03-27,12:29:17,val,Gelato,Dessert,12000,4,48000,48000,QRIS
-20250327-0003,2025-03-27,12:11:27,val,Latte,Kopi,15000,3,45000,45000,Debit
-20250327-0004,2025-03-27,17:36:14,valencia,Smoothie Kiwi,Smoothie,17000,2,34000,34000,QRIS
-20250327-0005,2025-03-27,10:02:26,valencia,Smoothie Kiwi,Smoothie,17000,5,85000,85000,QRIS
-20250328-0001,2025-03-28,17:08:14,val,Kopi Tubruk,Kopi,8000,1,8000,8000,QRIS
-20250328-0002,2025-03-28,14:29:36,valencia,Nasi Goreng,Nasi dan Mie,15000,2,30000,30000,QRIS
-20250328-0003,2025-03-28,20:16:15,val,Smoothie Alpukat,Smoothie,16000,2,32000,32000,Debit
-20250328-0004,2025-03-28,18:14:08,valencia,Latte,Kopi,15000,3,45000,45000,Tunai
-20250328-0005,2025-03-28,13:26:08,val,Cappucino,Kopi,15000,3,45000,45000,QRIS
-20250329-0001,2025-03-29,13:42:57,val,Cheesecake,Dessert,15000,2,30000,30000,Tunai
-20250329-0002,2025-03-29,15:54:13,val,Cheesecake,Dessert,15000,1,15000,15000,Debit
-20250329-0003,2025-03-29,14:54:36,valencia,Cappucino,Kopi,15000,2,30000,30000,Debit
-20250329-0004,2025-03-29,12:19:27,valencia,Gelato,Dessert,12000,2,24000,24000,Tunai
-20250329-0005,2025-03-29,21:06:08,val,Cappucino,Kopi,15000,2,30000,30000,Tunai
-20250330-0001,2025-03-30,17:48:52,val,Lasagna,Pasta,25000,2,50000,50000,Tunai
-20250330-0002,2025-03-30,12:58:00,valencia,Smoothie Berrie,Smoothie,18000,3,54000,54000,Tunai
-20250330-0003,2025-03-30,18:16:42,valencia,Mie Goreng,Nasi dan Mie,15000,5,75000,75000,Tunai
-20250330-0004,2025-03-30,15:51:56,valencia,Espresso,Kopi,10000,2,20000,20000,Debit
-20250330-0005,2025-03-30,18:03:20,valencia,Espresso,Kopi,10000,2,20000,20000,QRIS
-20250331-0001,2025-03-31,17:17:33,val,Lasagna,Pasta,25000,3,75000,75000,Debit
-20250331-0002,2025-03-31,20:44:09,valencia,Spagetti,Pasta,20000,2,40000,40000,Tunai
-20250331-0003,2025-03-31,18:59:48,valencia,Smoothie Kiwi,Smoothie,17000,1,17000,17000,QRIS
-20250331-0004,2025-03-31,11:29:05,valencia,Espresso,Kopi,10000,2,20000,20000,Debit
-20250331-0005,2025-03-31,19:14:13,val,Mie Goreng,Nasi dan Mie,15000,2,30000,30000,QRIS
-20250401-0001,2025-04-01,12:58:06,valencia,Kentang Goreng,Camilan,12000,1,12000,12000,Debit
-20250401-0002,2025-04-01,13:24:38,val,Cappucino,Kopi,15000,4,60000,60000,QRIS
-20250401-0003,2025-04-01,13:02:19,val,Mie Goreng,Nasi dan Mie,15000,5,75000,75000,Tunai
-20250401-0004,2025-04-01,18:56:36,val,Latte,Kopi,15000,5,75000,75000,Debit
-20250401-0005,2025-04-01,20:41:29,val,Kopi Tubruk,Kopi,8000,1,8000,8000,Tunai
-20250402-0001,2025-04-02,14:47:46,val,Latte,Kopi,15000,1,15000,15000,QRIS
-20250402-0002,2025-04-02,09:54:02,val,Cappucino,Kopi,15000,3,45000,45000,QRIS
-20250402-0003,2025-04-02,13:32:26,valencia,Cheesecake,Dessert,15000,5,75000,75000,Tunai
-20250402-0004,2025-04-02,15:31:59,val,Kentang Goreng,Camilan,12000,1,12000,12000,Debit
-20250402-0005,2025-04-02,14:45:46,valencia,Lasagna,Pasta,25000,5,125000,125000,QRIS
-20250403-0001,2025-04-03,11:43:17,valencia,Gelato,Dessert,12000,1,12000,12000,QRIS
-20250403-0002,2025-04-03,18:18:23,val,Espresso,Kopi,10000,4,40000,40000,QRIS
-20250403-0003,2025-04-03,19:03:00,val,Kentang Goreng,Camilan,12000,5,60000,60000,Tunai
-20250403-0004,2025-04-03,19:06:13,valencia,Espresso,Kopi,10000,4,40000,40000,Tunai
-20250403-0005,2025-04-03,09:40:27,val,Americano,Kopi,12000,2,24000,24000,Debit
-20250404-0001,2025-04-04,20:07:02,valencia,Gelato,Dessert,12000,3,36000,36000,Debit
-20250404-0002,2025-04-04,10:12:02,val,Americano,Kopi,12000,1,12000,12000,Debit
-20250404-0003,2025-04-04,18:50:18,val,Espresso,Kopi,10000,5,50000,50000,Tunai
-20250404-0004,2025-04-04,21:06:00,valencia,Smoothie Berrie,Smoothie,18000,1,18000,18000,Tunai
-20250404-0005,2025-04-04,10:37:46,valencia,Americano,Kopi,12000,2,24000,24000,QRIS
-20250405-0001,2025-04-05,12:57:09,val,Smoothie Alpukat,Smoothie,16000,3,48000,48000,Tunai
-20250405-0002,2025-04-05,16:09:59,val,Lasagna,Pasta,25000,2,50000,50000,Debit
-20250405-0003,2025-04-05,15:33:28,val,Kopi Tubruk,Kopi,8000,4,32000,32000,Debit
-20250405-0004,2025-04-05,18:46:39,val,Cheesecake,Dessert,15000,3,45000,45000,Debit
-20250405-0005,2025-04-05,17:48:25,valencia,Lasagna,Pasta,25000,5,125000,125000,QRIS
-20250406-0001,2025-04-06,15:57:27,valencia,Espresso,Kopi,10000,4,40000,40000,Debit
-20250406-0002,2025-04-06,18:24:45,val,Smoothie Kiwi,Smoothie,17000,4,68000,68000,QRIS
-20250406-0003,2025-04-06,18:49:35,valencia,Smoothie Kiwi,Smoothie,17000,3,51000,51000,Debit
-20250406-0004,2025-04-06,09:36:10,val,Kentang Goreng,Camilan,12000,4,48000,48000,QRIS
-20250406-0005,2025-04-06,12:09:34,valencia,Kentang Goreng,Camilan,12000,4,48000,48000,Tunai
-20250407-0001,2025-04-07,18:53:20,valencia,Smoothie Alpukat,Smoothie,16000,2,32000,32000,Debit
-20250407-0002,2025-04-07,11:11:29,val,Smoothie Kiwi,Smoothie,17000,2,34000,34000,Tunai
-20250407-0003,2025-04-07,14:42:55,val,Kentang Goreng,Camilan,12000,5,60000,60000,QRIS
-20250407-0004,2025-04-07,14:34:08,val,Mie Goreng,Nasi dan Mie,15000,3,45000,45000,Debit
-20250407-0005,2025-04-07,13:43:03,val,Espresso,Kopi,10000,3,30000,30000,Tunai
-20250408-0001,2025-04-08,14:57:16,val,Kopi Tubruk,Kopi,8000,5,40000,40000,QRIS
-20250408-0002,2025-04-08,17:55:41,valencia,Kopi Tubruk,Kopi,8000,2,16000,16000,QRIS
-20250408-0003,2025-04-08,18:55:41,val,Cheesecake,Dessert,15000,5,75000,75000,Debit
-20250408-0004,2025-04-08,18:33:06,val,Latte,Kopi,15000,3,45000,45000,QRIS
-20250408-0005,2025-04-08,11:52:10,val,Latte,Kopi,15000,2,30000,30000,QRIS
-20250409-0001,2025-04-09,12:25:39,val,Smoothie Alpukat,Smoothie,16000,5,80000,80000,QRIS
-20250409-0002,2025-04-09,21:58:00,val,Cheesecake,Dessert,15000,5,75000,75000,QRIS
-20250409-0003,2025-04-09,19:20:16,valencia,Gelato,Dessert,12000,3,36000,36000,Debit
-20250409-0004,2025-04-09,15:36:27,val,Smoothie Alpukat,Smoothie,16000,1,16000,16000,Debit
-20250409-0005,2025-04-09,09:56:06,valencia,Nasi Goreng,Nasi dan Mie,15000,2,30000,30000,Tunai
-20250410-0001,2025-04-10,14:23:20,valencia,Mie Goreng,Nasi dan Mie,15000,5,75000,75000,Debit
-20250410-0002,2025-04-10,10:04:02,valencia,Spagetti,Pasta,20000,4,80000,80000,QRIS
-20250410-0003,2025-04-10,12:50:35,valencia,Gelato,Dessert,12000,5,60000,60000,Debit
-20250410-0004,2025-04-10,18:04:32,valencia,Kopi Tubruk,Kopi,8000,5,40000,40000,Debit
-20250410-0005,2025-04-10,15:09:15,valencia,Latte,Kopi,15000,2,30000,30000,QRIS
-20250411-0001,2025-04-11,10:20:11,valencia,Americano,Kopi,12000,2,24000,24000,QRIS
-20250411-0002,2025-04-11,17:05:37,valencia,Latte,Kopi,15000,5,75000,75000,QRIS
-20250411-0003,2025-04-11,09:20:15,val,Smoothie Berrie,Smoothie,18000,5,90000,90000,QRIS
-20250411-0004,2025-04-11,14:21:07,valencia,Cheesecake,Dessert,15000,4,60000,60000,Tunai
-20250411-0005,2025-04-11,20:37:19,valencia,Nasi Goreng,Nasi dan Mie,15000,5,75000,75000,Debit
-20250412-0001,2025-04-12,09:54:37,valencia,Spagetti,Pasta,20000,5,100000,100000,Debit
-20250412-0002,2025-04-12,20:47:40,valencia,Spagetti,Pasta,20000,1,20000,20000,Tunai
-20250412-0003,2025-04-12,18:42:33,val,Espresso,Kopi,10000,3,30000,30000,QRIS
-20250412-0004,2025-04-12,09:24:25,val,Smoothie Alpukat,Smoothie,16000,3,48000,48000,Debit
-20250412-0005,2025-04-12,09:17:51,valencia,Smoothie Kiwi,Smoothie,17000,2,34000,34000,QRIS
-20250413-0001,2025-04-13,11:47:04,valencia,Smoothie Alpukat,Smoothie,16000,3,48000,48000,Tunai
-20250413-0002,2025-04-13,21:52:56,valencia,Kopi Tubruk,Kopi,8000,5,40000,40000,Debit
-20250413-0003,2025-04-13,10:28:41,valencia,Kopi Tubruk,Kopi,8000,5,40000,40000,Tunai
-20250413-0004,2025-04-13,15:06:24,valencia,Nasi Goreng,Nasi dan Mie,15000,4,60000,60000,QRIS
-20250413-0005,2025-04-13,13:29:33,valencia,Smoothie Alpukat,Smoothie,16000,2,32000,32000,QRIS
-20250414-0001,2025-04-14,10:45:22,val,Gelato,Dessert,12000,1,12000,12000,Debit
-20250414-0002,2025-04-14,12:11:28,valencia,Mie Goreng,Nasi dan Mie,15000,5,75000,75000,Debit
-20250414-0003,2025-04-14,11:17:13,val,Kentang Goreng,Camilan,12000,4,48000,48000,QRIS
-20250414-0004,2025-04-14,13:01:22,val,Lasagna,Pasta,25000,3,75000,75000,Debit
-20250414-0005,2025-04-14,10:40:40,valencia,Spagetti,Pasta,20000,3,60000,60000,Tunai
-20250415-0001,2025-04-15,10:17:01,valencia,Smoothie Kiwi,Smoothie,17000,5,85000,85000,Debit
-20250415-0002,2025-04-15,16:17:44,valencia,Cappucino,Kopi,15000,2,30000,30000,QRIS
-20250415-0003,2025-04-15,20:35:43,val,Mie Goreng,Nasi dan Mie,15000,3,45000,45000,QRIS
-20250415-0004,2025-04-15,11:58:50,valencia,Latte,Kopi,15000,2,30000,30000,Tunai
-20250415-0005,2025-04-15,21:43:46,valencia,Latte,Kopi,15000,5,75000,75000,Debit
